시도,시군구,업태,주메뉴,업소명,주소,전화번호 
경남,김해시,한식,장어구이,국보장어구이,식만로348번길 25 (불암동),055-339-6969
경남,김해시,중식,중화요리,꽁시파차이,"가야로30번길 5 (삼계동,2층)",055-314-3399
경남,김해시,한식,물회,동해일품물회국수,해반천로16번길 12-6 (구산동),055-337-1115
경남,김해시,한식,"샐러드뷔페, 스테이크",디누보뷔페김해롯데아울렛점,"장유로 469, P동 320호 (신문동, 롯데프리미엄아울렛김해점)",055-900-2795
경남,김해시,한식,곤드레밥,만드리곤드레밥,장유로 177,055-333-7892
경남,김해시,한식,한우,무척사랑한우먹거리촌,"생림면 마사로 77, 1,2층",055-335-1516
경남,김해시,한식,돼지국밥,밀양돼지국밥,인제로 91 (어방동),055-337-1790
경남,김해시,한식,"소,돼지갈비",백프로갈비,"활천로186번길 28 (어방동,외 2필지  1,2층)",055-335-0900
경남,김해시,한식,장어구이,불암정,"식만로348번길 33 (불암동,가동 1층)",055-336-5707
경남,김해시,한식,삼계탕,사헌,활천로255번길 6-12 (삼방동),055-324-6200
경남,김해시,한식,등심,생우림,"활천로36번길 34-8 (삼정동,외1필지)",055-312-6880
경남,김해시,한식,"소,돼지갈비",석정숯불갈비,"분성로 297-7 (서상동,,17)",055-327-8840
경남,김해시,일식,"생선회,초밥",석정초밥,"내외중앙로 72 (내동,스카이빌 504,505호)",055-324-9959
경남,김해시,한식,제첩국,섬진강제첩국,인제로65번길 13 (어방동),055-333-5009
경남,김해시,한식,오리구이,솔향오리농원,김해대로 1894-33 (구산동),055-332-8225
경남,김해시,한식,장어구이,솟대마을,식만로348번길 21 (불암동),055-333-6919
경남,김해시,한식,한정식,수라상,가야로527번길 10 (동상동),055-338-0335
경남,김해시,한식,"불고기,백숙",신라농원식당펜션,상동면 장척로 492,055-323-6842
경남,김해시,한식,소고기,아량,내덕로86번길 22-21,055-313-3007
경남,김해시,한식,해장국,암소마당,김해대로2529번길 42 (어방동),055-322-0833
경남,김해시,한식,"족발, 보쌈",오가네,"내외중앙로 98, 2층 (내동)",055-333-3113
경남,김해시,한식,"족발, 보쌈",오가네 부원점,"가락로 37, 1층 (부원동)",055-333-3112
경남,김해시,한식,오리고기,원지농원,주촌면 서부로1637번길 99 (외2필지),055-337-1088
경남,김해시,한식,복국,일미복요리전문점,김해대로2511번길 4 (삼정동),055-333-5600
경남,김해시,한식,생선회,장보고횟집,인제로65번길 7 (어방동),055-327-2841
경남,김해시,한식,약선한정식,정림,"가락로93번길 40 (봉황동,김해한옥체험관 주4)",055-322-4737
경남,김해시,한식,"소,돼지갈비",제왕갈비,진영읍 김해대로407번길 14-12,055-346-3392
경남,김해시,한식,곰탕,푸주옥,분성로 545 (어방동),055-332-8901
경남,김해시,한식,돼지고기,포크밸리로스트,"분성로 146 (외동,외 3필지)",055-332-0333
경남,김해시,한식,"소, 돼지갈비",풍전갈비,가락로30번길 20 (부원동),055-327-7959
경남,김해시,한식,장어구이,풍천숯불장어,식만로348번길 48 (불암동),055-339-0789
경남,김해시,한식,낙지전골,홍가낙지,인제로51번길 4 (어방동),055-328-0264
경남,김해시,일식,참치요리,히레,번화1로56번길 19 (피닉스빌딩 101호),055-312-6766
경남,밀양시,일식,생선초밥,다미초밥,북성로2길 16(내이동),055-356-3549
경남,밀양시,한식,"소갈비, 돼지갈비",대감이동갈비,시청서길 53(내이동),055-353-4274
경남,밀양시,한식,"갈비탕, 두루치기",대종가,하남읍 수산로 38,055-391-0567
경남,밀양시,한식,"순대전골, 모듬순대",도천진짜순대 얼음골점,산내면 산내로 1203,055-355-3557
경남,밀양시,일식,일식코스,동경일식,시청서1길 5-9,055-355-5772
경남,밀양시,중식,중화요리,동화반점,중앙로 408(내이동),055-354-3445
경남,밀양시,한식,"아구찜, 해물찜",등대아구찜,밀성로3길 15(내이동),055-355-7567
경남,밀양시,한식,"오리백숙, 염소불고기",미당,부북면 퇴로로 259,055-353-2388
경남,밀양시,한식,"단호박훈제구이, 양념불고기",밀양오리마을,미리벌중앙로1길 28(삼문동),055-352-5250
경남,밀양시,한식,물밀면,부산밀면,삼문동 729-12,055-356-7065
경남,밀양시,한식,"오리백숙, 닭백숙",산촌농원,상동면 금산5길 18,055-353-2775
경남,밀양시,한식,쇠고기샤브샤브,샤브향,미리벌중앙로 55(삼문동),055-351-4555
경남,밀양시,한식,삼계탕,서울삼계탕,중앙로 300-4(삼문동),055-354-6937
경남,밀양시,한식,"돼지갈비, 정식",송광가든,삼랑진읍 천태로 60,055-353-4089
경남,밀양시,한식,삼겹살,수안식육식당,무안면 무안중앙길 13,055-353-7406
경남,밀양시,한식,"내장탕, 해장국, 갈비탕",신라해장국,백민로 79(내이동),055-356-0316
경남,밀양시,한식,아구찜,신사동아구찜,중앙로 238-11(삼문동),055-355-7887
경남,밀양시,한식,장어구이,아랑식당,상동면 상동로 231,055-355-3895
경남,밀양시,한식,찜닭,안동돌판찜닭&삼계탕,백민로 54(내이동),055-355-6938
경남,밀양시,한식,"구이류, 버섯전골",안태숯불갈비,삼랑진읍 천태로 421-1,055-352-5009
경남,밀양시,한식,"소갈비, 냉면",암새들,용평로5길 184(용평동),055-351-2244
경남,밀양시,한식,염소구이,약산가든,단장면 시전2길 9-5,055-352-1420
경남,밀양시,한식,장어구이,약선민물장어,상남면 상남로 1133,055-354-7737
경남,밀양시,한식,"순두부찌개, 된장",옛날순두부집,삼랑진읍 삼랑진로 179,055-353-8574
경남,밀양시,기타,복매운탕,오복식당,터미널2길 23-1(내이동),055-353-7585
경남,밀양시,한식,"메기탕, 백숙",옥수정가든,산외면 남기동길 193,055-355-9909
경남,밀양시,한식,"삼겹살, 아구찜, 전골",용바우식당,미리벌중앙로 2길 23(삼문동),055-353-9141
경남,밀양시,한식,"오리불고기, 백숙",유성그린산장식당,삼랑진읍 행곡로 277-19,055-355-9300
경남,밀양시,한식,"생갈비, 삼겹살, 돼지갈비",육보식당,가곡7길 6-1(가곡동),055-355-3232
경남,밀양시,한식,한우갈비살,일자봉,활성로 302(활성동),055-355-3966
경남,밀양시,한식,"돼지갈비, 소갈비살",일품각 본점,석정로 75(내이동),055-356-0053
경남,밀양시,한식,"맷돌순두부, 삼색두부",입소문 맷돌 순두부,단장면 시전2길 9-11,055-353-7703
경남,밀양시,기타,"모듬회, 매운탕",자연배달횟집,중앙로 105,055-354-2508
경남,밀양시,한식,"삼겹살, 목살",제일식육식당,무안면 동부1길 7-4,055-353-2252
경남,밀양시,기타,"생선회, 매운탕",제주바당횟집,삼문로 13(삼문동),055-356-3864
경남,밀양시,한식,낙지전골,조방낙지,북성로 47(내이동),055-356-5577
경남,밀양시,한식,내육탕,종가집가든,무안면 사명로 517,055-352-2777
경남,밀양시,한식,"정식, 곰탕, 육개장",진미추어탕,중앙로 66-5(가곡동),055-354-4389
경남,밀양시,한식,"닭백숙, 염소",천태산장,삼랑진읍 행곡로 388-10,055-354-8859
경남,밀양시,한식,"메기탕, 장어구이",청수정,초동면 초하로 627,055-391-3866
경남,밀양시,한식,"흑염소불고기, 백숙",청수정가든,단장면 아불3길 26,055-353-9559
경남,밀양시,한식,생오리,청오리,노상하1길 6(내이동),055-355-1300
경남,밀양시,한식,"해물탕, 해물찜",청해 해물탕찜,시청로1길 20(내이동),055-356-2085
경남,밀양시,한식,삼계탕,큰손명가삼계탕,내이1길 32(내이동),055-356-8818
경남,밀양시,한식,"삼겹살, 돼지갈비",하원담식육식당,미리벌중앙로 57(삼문동),055-352-0081
경남,밀양시,한식,"장어곰탕, 장어구이",한방바다장어구이,상남면 예림1길 12-6,055-355-3500
경남,밀양시,한식,"삼겹살, 삼계탕",함양가든,시청로 61(내이동),055-353-3114
경남,밀양시,일식,회초밥,해오미 일식,시청서1길 9-13(내이동),055-351-1679
경남,밀양시,한식,"소, 돼지갈비",향촌식당,내일상가1길 12(내일동),055-354-2538
경남,밀양시,한식,오리고기,황토,밀양대로 2269-10,055-354-0909
경남,거제시,한식,식육(숯불구이),각산숯불갈비,거제면 거제남서로 3471 ((1층)),055-632-0392
경남,거제시,한식,식육(숯불구이),고궁식육식당,사등면 두동로 162-20,055-632-9889
경남,거제시,한식,식육(숯불구이),두리원,"거제대로 4943-8, 1~2층 (장평동)",055-632-5000
경남,거제시,한식,탕류 ,둥굴관,계룡로 178 (고현동),055-635-3775
경남,거제시,한식,한식,대성수산,"서문로 15 (고현동,외2필지(2층))",055-638-5525
경남,거제시,뷔페식,부페,웨딩블랑,"거제중앙로31길 19 (고현동,(2층))",055-632-0088
경남,거제시,한식,식육(숯불구이),다미정숯불갈비,"중곡2로5길 10 (고현동,(1층))",055-635-9296
경남,거제시,일식,회집,어촌횟집,"중곡로3길 30 (고현동,1층)",055-637-1688
경남,거제시,한식,식육(숯불구이),착한고기(거제점),계룡로 31 (상동동),055-635-2524
경남,거제시,분식,냉면집,진주면옥,"해명로 31 (수월동,(1층))",055-632-1800
경남,거제시,한식,한식,신주꾸(수월점),"수양로 454-6, 1층 (수월동)",055-637-8839
경남,거제시,한식,탕류 ,오죽헌,하청면 거제북로 647-1 ((1층)),055-638-5212
경남,거제시,일식,회집,오가횟집,"장목면 신촌길 11, 2층",055-635-8090
경남,거제시,한식,식육(숯불구이),갈비1번지,"옥포대첩로 48 (옥포동,(1층))",055-688-1458
경남,거제시,일식,회집,부일횟집,장승포로 101 (장승포동),055-681-2789
경남,거제시,한식,한식,황금고디탕,장승포로1길 11 (장승포동),055-681-5684
경남,거제시,한식,한식,그바다에 가면,능포로15길 5 (능포동),055-681-5315
경남,거제시,한식,한식,싱싱게장 거제대명점,"일운면 소동6길 15, 지하2층 B202호",055-681-5513
경남,거제시,한식,한식,박정현게장백반,장승포로 2 (장승포동),055-681-6222
경남,거제시,일식,회집,썬바다횟집,"남부면 해금강3길 15, 1층",055-634-6412
경남,거제시,일식,회집,고구려횟집,동부면 학동6길 18-1,055-636-0708
경남,거제시,일식,회집,학동해송횟집,동부면 학동6길 32,055-636-2878
경남,거제시,한식,한식,연평도꽃게간강게장,"일운면 지세포해안로 72, 3층 301호",055-682-5515
경남,거제시,일식,생선회,거제으뜸횟집,"옥포로4길 19-1, 1층 (옥포동)",055-688-2928
경남,거제시,일식,생선회,럼블피쉬,"아주로 72, 1층 (아주동)",055-687-7733
경남,거제시,일식,생선회,보람회장어구이,거제중앙로23길 16 (고현동),055-637-4500
경남,거제시,일식,생선회,소라횟집,남부면 다대5길 49,055-633-6868
경남,거제시,한식,탕류 ,오방촌한방오리,"계룡로2길 5, 1층 (상동동)",055-636-5019
경남,거제시,일식,생선회,자연횟집,중곡로1길 8-4 (고현동),055-637-1137
경남,거제시,한식,한식,지존돼지국밥,"장평1로 140 (장평동,(1층))",055-635-2568
경남,거제시,일식,생선회,청기와횟집,거제중앙로27길 15 (고현동),055-637-7276
경남,거제시,일식,생선회,청화횟집,거제중앙로13길 19 (고현동),055-637-3340
경남,거제시,한식,식육(숯불구이),하얀풍경오리,"사등면 청포1길 21, 1층",055-636-5152
경남,거제시,일식,생선회,횟집&밥집,"동부면 거제중앙로 9 (,702-3)",055-635-2602
경남,거제시,일식,생선회,해금강천년송횟집,남부면 해금강3길 17 ((2.3층)),055-632-6210
경남,거제시,한식,한식,가마솥국밥,동부면 산양리 366-5,055-632-5363
경남,거제시,일식,생선회,수평선횟집,동부면 학동6길 32-1,055-635-1478
경남,거제시,한식,한식,지중해,사등면 거제대로 5482,055-633-5543
경남,거제시,일식,생선회,청학식당,사등면 성포로3길 12-1,055-632-5017
경남,거제시,일식,생선회,용화횟집,사등면 성포리 390-21,055-632-8090
경남,거제시,일식,생선회,어부횟집,사등면 가조로4길 6 (302호),055-635-3688
경남,거제시,일식,생선회,선유도횟집,계룡로 182 (고현동),055-637-5357
경남,거제시,한식,탕류 ,밀양돼지국밥,"거제중앙로23길 6, 1층 (고현동)",0556-3264-51
경남,거제시,일식,생선회,동원횟집,서문로6길 14 (고현동),055-633-1774
경남,거제시,한식,한식,남도돼지국밥,연초면 연하해안로 724-1 ((1층)),055-632-7550
경남,거제시,일식,생선회,외포9번횟집,장목면 외포5길 64,055-636-6294
경남,거제시,일식,생선회,외포등대횟집,장목면 외포5길 68 ((1층)),055-636-6426
경남,거제시,일식,생선회,효진수산횟집,장목면 외포5길 58 (외2필지),055-636-9006
경남,거제시,일식,생선회,옥포막썰이회해물,"옥포로6길 13 (옥포동,(1층))",055-687-3666
경남,거제시,일식,생선회,바다친구,"옥포로4길 32 (옥포동,(1층)2호)",055-687-0044
경남,거제시,한식,한식,원조거제게장,장승포로 6 (장승포동),055-681-0037
경남,거제시,일식,생선회,부산횟집,일운면 구조라로 36,055-681-1346
경남,거제시,일식,생선회,명품횟집,"일운면 지세포해안로 90-6, 1층",055-682-0188
경남,거제시,일식,생선회,청포횟집,장승포로 117 (장승포동),055-681-9000
경남,거제시,일식,복어취급,복어촌,"계룡로 134 (고현동,.5(지층))",055-633-9490
경남,거제시,한식,복어취급,해양식당,신부로1길 14-1 (장승포동),055-681-2598
경남,거제시,뷔페식,경양식,씨제이푸드빌(주)빕스거제고현점,"장평로 12 (장평동,외1필지 대성산업(주)디큐브백화점 6층 13호)",055-680-0680
경남,거제시,뷔페식,부페,수협뷔페,"고현천로 52 (고현동,(2, 3층))",055-637-9661
경남,거제시,뷔페식,부페,스위띠에,"옥포대첩로 26 (옥포동, 301호,304호)",055-688-5199
경남,거제시,뷔페식,부페,계룡산숯불갈비 장승포점,"장승포로 7 (장승포동,한일비치상가(1층))",055-682-4492
경남,거제시,한식,"설렁탕, 갈비탕, 육개장",신촌설렁탕,"아주1로1길 17 (아주동, 1층)",055-682-1220
경남,거제시,한식,식육(숯불구이),사슴골 한우일미 식육식당,거제면 기성로 24 ((1층)),055-633-6886
경남,거제시,한식,식육(숯불구이),한우명가,"사등면 거제대로 5189-9 ((1,2층))",055-636-2737
경남,거제시,한식,식육(숯불구이),신정불고기,"장평1로1길 24-11 (장평동,(1, 2층))",055-636-4171
경남,거제시,한식,식육(숯불구이),유가네식탁,"동문천로 32, 1층 (고현동)",055-638-0074
경남,거제시,한식,식육(숯불구이),세야촌,"계룡로 110 (고현동,세야오피스텔(101호))",055-635-6789
경남,거제시,한식,식육(숯불구이),대가한우촌,서문로5길 24 (고현동),055-637-0056
경남,거제시,한식,식육(숯불구이),거창식육식당,서문로5길 21 (고현동),055-638-1182
경남,거제시,한식,식육(숯불구이),대원군숯불갈비,"거제중앙로31길 32-1 (고현동,(2층))",055-638-2556
경남,거제시,한식,식육(숯불구이),수원왕갈비,"거제중앙로31길 26 (고현동,(1층))",055-636-9289
경남,거제시,한식,식육(숯불구이),오리보감,"중곡1로2길 23 (고현동,(1층))",055-635-8900
경남,거제시,한식,식육(숯불구이),보리네생고깃간(고현점),"중곡2로4길 24 (고현동, 1층)",055-637-6992
경남,거제시,한식,식육(숯불구이),한우리,연초면 거제북로 27-1,055-688-6111
경남,거제시,한식,식육(숯불구이),동원갈비찜밀면,옥포중앙로 50 (옥포동),055-687-5717
경남,거제시,한식,식육(숯불구이),금농숯불갈비,"옥포로9길 6 (옥포동,(1,2층))",055-688-6114
경남,거제시,한식,식육(숯불구이),맛찬들왕소금구이 옥포점,"옥포로4길 17 (옥포동,(102호))",055-688-0607
경남,거제시,한식,식육(숯불구이),황우식육식당,"옥포로4길 9-1 (옥포동, 1,2층)",055-688-3355
경남,거제시,한식,식육(숯불구이),우총각 돈처녀,"아주1로2길 50 (아주동, 1층)",055-681-3028
경남,거제시,한식,식육(숯불구이),인생극장 아주점,"아주1로2길 28 (아주동, 101호)",055-682-3272
경남,거제시,일식,생선회,유메야,"중곡2로4길 23, 1층 (고현동)",055-633-8859
경남,거제시,일식,생선회,어청도일식,"거제중앙로3길 12, 1층 (상동동)",055-636-9985
경남,거제시,일식,생선회,송동월,"장승포해안로 16 (장승포동,(2층))",055-682-5158
경남,거제시,중식,중국식,장춘향,"중곡로1길 22 (고현동,(1층))",055-633-6666
경남,거제시,중식,중국식,타이웨이,"옥포대첩로 50 (옥포동,.9)",055-688-5911
경남,거제시,중식,중국식,중국요리몽&허가밀면,"신부로1길 20 (장승포동,(1층))",055-681-3747
경남,거제시,집단급식소,경양식,대우조선해양(주)외업복지관 식당,거제대로 3370 (아주동),055-680-6113
경남,거제시,한식,한식,부산한방돼지국밥,"사등면 가조로4길 6, 301호",055-633-5191
경남,거제시,한식,일식,수산시장,"장평3로 14, 1층 (장평동)",055-635-9164
경남,거제시,한식,한식,고현장어,"고현로6길 26, 1층 (고현동)",055-634-2535
경남,거제시,한식,기타,류서방,"서문로 17 (고현동,(2층))",055-632-3256
경남,거제시,한식,한식,장어한마리식당,거제중앙로 1912-3 (고현동),055-632-7846
경남,거제시,한식,한식,남다른감자탕고현점,거제중앙로31길 24 (고현동),055-638-2110
경남,거제시,한식,한식,대게일번지,"거제중앙로31길 26-4 (고현동, (1,2층))",055-634-5678
경남,거제시,한식,한식,영덕대게&뉴욕바닷가재,"중곡로3길 43 (고현동,(2층))",055-637-3225
경남,거제시,한식,한식,가마솥보리밥,"거제중앙로5길 18 (고현동,(1층))",055-637-8819
경남,거제시,한식,한식,소요동,문동4길 59 (문동동),055-636-3369
경남,거제시,한식,한식,홍천뚝배기&감자탕옥포점,"옥포대첩로 51 (옥포동, 1동1층)",055-688-1478
경남,거제시,한식,한식,힘찬장어구이,"옥포로20길 34, 1층 (옥포동)",055-687-1392
경남,거제시,한식,한식,하원,"아주1로2길 47 (아주동, 2층)",055-681-8031
경남,거제시,한식,한식,원조두모감자탕,"장승포1로1길 5, 1층 (장승포동)",055-681-1150
경남,거제시,한식,한식,주)거제도싱싱게장,장승포로 10 (장승포동),055-681-5513
경남,거제시,한식,한식,장승포황금어장굴구이,"장승포로2길 29 (장승포동,(1층))",055-681-6151
경남,거제시,한식,한식,원산진국,"일운면 구조라로6길 42, 1층",055-682-1817
경남,거제시,한식,한식,예가,일운면 와현해변길 24-5,055-681-1357
경남,거제시,일식,생선회,명승횟집,"남부면 해금강로 124-1, 1층",055-633-1517
경남,거제시,일식,생선회,해석,"동부면 거제대로 938, 1층",055-636-6900
경남,거제시,일식,생선회,평화횟집,사등면 성포로3길 12,055-632-5124
경남,거제시,일식,생선회,다선옥,"거제중앙로15길 28 (고현동,(1층))",055-634-6776
경남,거제시,일식,생선회,고현횟집,"거제중앙로 1938-4 (고현동,(1층))",055-637-6355
경남,거제시,일식,생선회,나들목횟집,"중곡2로4길 13, 1층 (고현동)",055-638-3334
경남,거제시,일식,생선회,삼송횟집,"중곡로3길 40-3 (고현동,(1층))",055-635-5838
경남,거제시,일식,생선회,가좌도횟집,"중곡로1길 8-2 (고현동, (1층))",055-637-9972
경남,거제시,일식,생선회,한수위횟집,"옥포로2길 43 (옥포동,(2층))",055-687-6999
경남,거제시,일식,생선회,지심도횟집&수산,"장승포로2길 23 (장승포동, 2층)",055-682-0121
경남,거제시,한식,해물뚝배기,삼남매전복과해물뚝배기 장승포점,장승로 146-21 (장승포동),055-681-5988
경남,거제시,한식,식육(숯불구이),포트12(Port12),"장승포로 12 (장승포동, (3층))",055-681-4490
경남,거제시,한식,식육(숯불구이),한우포차식육식당,"고현천로 30, 2층 (고현동, 고현상가)",055-638-4416
경남,양산시,한식,삼계탕,장수녹각삼계탕,물금읍 황산로669,055-387-2800
경남,양산시,한식,숯불갈비,갈비의신,양산시고향의봄로70,055-387-9997
경남,양산시,한식,콩나물국밥,전주콩나물국밥,덕계2길11-8(덕계동),055-388-6280
경남,양산시,한식,삼계탕,장수녹각삼계탕,덕계3길 8(덕계동),055-364-8833
경남,양산시,분식,한방쑥면,윤동균한방쑥면본점,덕계5길 8(덕계동),055-366-7599
경남,양산시,일식,바다회,진송추어탕 덕계점,"덕계로 76, 2동 2층(덕계동)",055-365-0022
경남,양산시,양식,스테이크,에이원칸트리클럽㈜클럽하우스,덕명로 190(매곡동),055-371-3500
경남,양산시,한식,영양돌솥밥,종정헌,동면 석산3길 12,055-366-3373
경남,양산시,한식,숯불갈비,대각정,매곡3길 12-3(매곡동),055-362-4788
경남,양산시,한식,숯불갈비,수정원,명동7길3(명동),055-385-7117
경남,양산시,한식,오리불고기,목화정,물금읍 가촌본리1길 9-3,055-381-9090
경남,양산시,일식,생선회,자연산참가자미회,물금읍 동중1길 35-20,055-372-2445
경남,양산시,한식,낙지볶음,착한낙지 양산점,"물금읍 동중5길 23, 1층",055-363-5456
경남,양산시,한식,오리불고기,황토,물금읍 동중8길 9,055-372-0177
경남,양산시,한식,복요리,양가네복집,"물금읍 삽량로 36, 203호",055-384-5758
경남,양산시,한식,"소갈비,회일식",경원궁&미나미,"물금읍 삽량로 36, 401호",055-383-7767
경남,양산시,한식,추어탕,범어가마솥,물금읍 오봉7길 87,055-372-5757
경남,양산시,한식,훈제오리,어드메,"물금읍 오봉로 95, 1층",055-389-0097
경남,양산시,한식,돼지갈비,화롯가(범어신도시점),"물금읍 화합6길 17, 1층",055-382-9280
경남,양산시,한식,곰탕,시골한우곰탕,북안남1길 23(북부동),055-386-7813
경남,양산시,한식,복매운탕,청해대복,북안남1길 31(북부동),055-389-2345
경남,양산시,한식,부대찌개,놀부부대찌개,북안남2길 5-1(북부동),055-388-8855
경남,양산시,한식,삼겹살,불구이돈양산점,"북안남4길 7, 1층 (북부동)",055-384-3339
경남,양산시,한식,양곱창,수영양곱창,북안남8길 14(북부동),055-388-3413
경남,양산시,한식,쌈밥,동보식당,북안북3길 20(북부동),055-389-1516
경남,양산시,일식,오리고기,동강덕이,북안북6길 14(북부동),055-387-7626
경남,양산시,일식,회초밥,다복미역국,북정로 33(북정동),055-365-7070
경남,양산시,한식,곰탕,우암장식당,북정로 5(북정동),055-385-1679
경남,양산시,한식,재첩국,부산할매재첩국,북정로 8(북정동),055-363-9212
경남,양산시,한식,갈매기살,갈매기먹짱,북정서길 5 (북정동),055-388-1992
경남,양산시,한식,돼지고기,삼겹세대,삼성3길 10(북정동),055-362-9100
경남,양산시,한식,낙지전골,조방낙지,삼성5길 12(북정동),055-385-3653
경남,양산시,한식,양선요리,죽림산방,상북면 대석2길 13,055-374-3392
경남,양산시,한식,해장국,신라해장국,상북면 소토로 77,055-375-8375
경남,양산시,양식,스테이크,델리앙한식,상북면 양산대로 1800-87,055-374-1001
경남,양산시,한식,오리불고기,오투산장,상북면 양산대로 1800-99,055-374-5252
경남,양산시,한식,복매운탕,영광식당,상북면 어곡터널로 207,055-374-2069
경남,양산시,한식,갈비,아름다운세상,상북면 충렬로 804-1,055-375-3901
경남,양산시,분식,밀면,소문난밀면,서일동1길 53-1(중부동),055-366-1183
경남,양산시,일식,회초밥,화림초밥,양산역4길 5(중부동),055-366-1288
경남,양산시,한식,삼겹살,쿠이삼겹살,양주2길 67(중부동),055-362-3909
경남,양산시,일식,생선회,미가자연산횟집,양주2길10(중부동),055-387-8383
경남,양산시,한식,아구찜,대보름생아구찜,양주3길 15-4(중부동),055-385-5240
경남,양산시,한식,오리고기,새동네생고기구이,양주3길45-17(중부동),055-387-5292
경남,양산시,한식,메밀비빕밥,산새도,용당내광로 84(용당동),055-386-8735
경남,양산시,한식,민물매운탕,송강민물매운탕,용암3길 17-8(삼호동),055-365-1497
경남,양산시,한식,오리고기,느티나무집,원동면 배내로 583-1,055-387-4100
경남,양산시,한식,갈비탕,강변가든,원동면 원동로 1712,055-382-9282
경남,양산시,한식,소고기구이,양산축협중부점식육셀프식당,장터2길 4(중부동),055-385-3800
경남,양산시,한식,약선요리,돌담,주진3길 12 (주진동),055-389-2275
경남,양산시,일식,회초밥,어가,"중앙로 285, 1층(북정동)",055-366-4947
경남,양산시,한식,추어탕,진송추어탕,"중앙로 293-1, 1층(북정동)",055-389-1995
경남,양산시,일식,생선회,형산강회센타,중앙우회로 134(북부동),055-382-3135
경남,양산시,한식,소고기구이,한우한마리,중앙우회로 148(북부동),055-366-0092
경남,양산시,한식,아구찜,마산할매아구찜,중앙우회로134(북부동),055-385-9836
경남,양산시,기타,기타음식,성주통도사휴게소,하북면 경부고속도록 31-1,055-383-6147
경남,양산시,한식,소고기구이,경도갈비,하북면 신평남부길101-2,055-382-8051
경남,양산시,한식,황태구이,진부령황태구이,하북면 신평로 122,055-372-3533
경남,양산시,한식,닭요리,코스닭,하북면 월평로 49,055-383-8488
경남,양산시,한식,숯불갈비,감포숯불,하북면 초산3길 33-9,055-383-5215
경남,양산시,한식,숯불갈비,고향의봄,하북면 초산6길 15,055-384-8468
경남,의령군,분식,소바,의령소바,의령읍 의병로 18길 3-5,055-572-0885
경남,의령군,한식,해장국,양평해장국,의령읍 충익로 16-5,055-573-0025
경남,의령군,한식,"보쌈,족발",돼지사랑,의령읍 충익로 34-1,055-573-0331
경남,의령군,기타,삼겹살,육삼숯불촌,의령읍 의병로 260-1,055-572-6363
경남,의령군,한식,오리고기,오리궁,의령읍 벽화로 557,055-573-6100
경남,의령군,한식,오리고기,산마루,대의면 의병대로 241-30,055-574-7722
경남,의령군,기타,소고기,금오암소한마당,대의면 대의로 53-7,055-572-9400
경남,의령군,한식,해물탕,대백해물마을,유곡면 함의로 2256,055-574-4949
경남,의령군,기타,소고기,대의암소갈비식육식당,대의면 대의로 53-18,055-572-9298
경남,함안군,한식,오리탕,산수정,가야읍 검암리 1054,055-583-0350
경남,함안군,중식,"짬뽕, 깐풍기",중화루자금성,가야읍 도항리 351-6,055-583-1711
경남,함안군,한식,돼지국밥,아라곰탕,가야읍 말산로 101,055-582-6466
경남,함안군,한식,소불고기,아라정,가야읍 말산리 527-4,055-583-5596
경남,함안군,한식,불고기,부경갈비,칠북면 이령리 230-26,055-587-4300
경남,함안군,한식,냉 면,칠서 사철 박경순 냉면,칠서면 천계리 704,055-587-2830
경남,함안군,한식,정 식,부강식당,군북면 덕대리 265-4,055-585-7126
경남,함안군,한식,삼계탕,본가삼계탕,산인면 신산리 134,055-582-6464
경남,함안군,한식,불고기,솔밭가든,법수면 윤외리 534-3,055-582-3240
경남,함안군,한식,삼계탕,국보삼계탕,산인면 모곡리 1195-1,055-585-7383
경남,함안군,한식,정식,맛고을한우마당,산인면 송정리 997-1,055-583-2684
경남,함안군,한식,"갈비찜,떡갈비",통마루,칠서면 대치리 315-2,055-586-0110
경남,함안군,한식,"돼지불고기,냉면",조신한촌돼지,칠북면 화천리 142-1,055-587-4411
경남,함안군,한식,추어탕,법성가든식당,법수면 윤내리 442-3,055-584-3272
경남,함안군,한식,소갈비찜,금상첨화,대산면 구혜리 308-7,055-583-9988
경남,함안군,한식,"민물회, 장어구이",대밭회센타,칠서면 계내리 1141-1,055-587-7162
경남,함안군,한식,민물장어,나룻터가는길,법수면 주물리 405-8,055-582-4501
경남,함안군,한식,"버섯전골, 알탕",토담골,산인면 신산리 589-4,055-583-8225
경남,함안군,한식,"돼지,소고기구이",가야정,가야읍 말산리 181-3,055-583-5297
경남,함안군,한식,아구찜,미가찜,가야읍 말산리 176-5,055-584-5482
경남,함안군,한식,한식,㈜큰길함안(순천방향)휴게소,군북면 유현리 990-2외 36필지,055-582-5470
경남,함안군,한식,영양돌솥밥,명문가든,군북면 월촌리 1576-16,055-583-2088
경남,함안군,한식,한식,함안축협 한우프라자 삼칠점,칠원면 용산리 36-12,055-586-7992
경남,함안군,한식,한식,신풍식육식당,법수면 윤외리 177,055-584-2033
경남,함안군,한식,한식,너와촌,칠서면 대치리 324-1,055-586-0120
경남,함안군,한식,동태찌개,이열치열옛날양푼이동태찌게,칠원면 구성리 625-1,055-586-2662
경남,함안군,일식,일식,전원초밥,칠원면 구성리 199-8,055-587-1377
경남,함안군,한식,복국,황토복집,군북면 덕대리 274-3,055-585-7988
경남,함안군,한식,감자탕,통뼈감자탕(삼칠점),칠원면 무기리 939-1,055-587-7700
